id,postcode,latitude,longitude
2874,TS28,54.7257395,-1.3749668
2875,LL43,52.7745270,-4.0923764
2876,BN22,50.7896229,0.2838081
2877,GU8,51.1486935,-0.6446799
2878,L40,53.6031134,-2.8417029
2879,S5,53.4222438,-1.4632305
2880,SA40,52.0842938,-4.1755517
2881,SN99,51.5519943,-1.7225477
2882,NE29,55.0117600,-1.4654419
2883,DH5,54.8232696,-1.4551478
2884,G31,55.8566242,-4.2081326
2885,L8,53.3898761,-2.9636387
2886,SL60,51.5185490,-0.7147822
2887,WC1V,51.5180929,-0.1165884
2888,TD14,55.8673888,-2.1245054
2889,IV43,57.1555527,-5.8106214
2890,SW95,51.4803984,-0.1362742
2891,DE11,52.7727609,-1.5565560
2892,EH6,55.9725098,-3.1753754
2893,NN5,52.2467249,-0.9358726
2894,EC3V,51.5129745,-0.0858623
2895,YO60,54.0861015,-0.9389498
2896,TA10,51.0334527,-2.8257148
2897,ME14,51.2787626,0.5435955
2898,YO24,53.9459380,-1.1169804
2899,SA67,51.7831840,-4.7328423
2900,LL39,52.7102009,-4.0123647
2901,LU6,51.8780425,-0.5377989
2902,DH7,54.7897219,-1.6660103
2903,EH24,55.8496545,-3.1370136
2904,SE1P,51.4927767,-0.0801528
2905,TN34,50.8650015,0.5821191
2906,SS22,51.5569790,0.7068231
2907,SA42,52.0154537,-4.8524793
2908,PA20,55.8341544,-5.0572403
2909,EH39,56.0470676,-2.7342150
2910,MK1,52.0055233,-0.7243816
2911,FK18,56.3246007,-4.3291315
2912,PE13,52.6700673,0.1371284
2913,TW1,51.4510989,-0.3257026
2914,LE8,52.5550348,-1.0945690
2915,WF3,53.7239736,-1.5253183
2916,NP26,51.5909077,-2.7788809
2917,S99,53.4042410,-1.4310272
2918,B98,52.3022428,-1.9130643
2919,PH4,56.2613859,-3.7853249
2920,NE85,54.9319342,-1.5848013
2921,PA47,55.6820071,-6.5040794
2922,PA22,55.9714333,-5.1344071
2923,L17,53.3775853,-2.9406564
2924,TF2,52.7002332,-2.4399297
2925,CR8,51.3319133,-0.1138248
2926,EC3P,51.5239860,-0.1104578
2927,E9,51.5440387,-0.0430441
2928,BH3,50.7365886,-1.8833558
2929,YO62,54.2461752,-0.9943394
2930,KW6,58.2501390,-3.4446253
2931,ST7,53.0885898,-2.2685631
2932,WC1R,51.5196199,-0.1158498
2933,SG5,51.9713173,-0.2810918
2934,SY22,52.7568466,-3.1868040
2935,S72,53.5786497,-1.3911586
2936,RM10,51.5448684,0.1578473
2937,CF38,51.5605507,-3.3327717
2938,B67,52.4857050,-1.9787293
2939,HX1,53.7210243,-1.8716182
2940,CB9,52.0833705,0.4396970
2941,YO26,53.9757464,-1.1783526
2942,HA3,51.5937695,-0.3209409
2943,AB12,57.1020973,-2.1129498
2944,BD97,53.8266825,-1.7967244
2945,B9,52.4781837,-1.8508904
2946,NR34,52.4387601,1.5835599
2947,WV5,52.5341081,-2.2103369
2948,PL23,50.3374532,-4.6368031
2949,TR12,50.0422340,-5.1794424
2950,S96,53.4023591,-1.4250619
2951,TW12,51.4228861,-0.3697391
